customer_id,processing_time
360,269
361,370
362,106
363,120
364,604
365,58
366,346
367,474
368,117
369,127
370,393
371,58
372,513
373,96
374,118
375,560
376,601
377,488
378,237
379,272
380,189
381,447
382,581
383,247
384,76
385,154
386,435
387,86
388,285
389,220
390,69
391,47
392,94
393,453
394,204
395,218
396,474
397,432
398,341
399,551
400,612
401,289
402,254
403,357
404,23
405,522
406,100
407,180
408,223
409,442
410,608
411,325
412,516
413,16
414,336
415,258
416,497
417,160
418,475
419,380
420,545
421,427
422,613
423,268
424,577
425,417
426,168
427,43
428,556
429,285
430,397
431,12
432,607
433,302
434,253
435,499
436,35
437,90
438,605
439,602
440,418
441,115
442,617
443,196
444,501
445,626
446,493
447,75
448,413
449,376
450,420
451,277
452,394
453,457
454,192
455,99
456,548
457,96
458,190
459,37
460,369
461,525
462,279
463,217
464,273
465,62
466,596
467,342
468,397
469,19
470,177
471,612
472,396
473,445
474,233
475,76
476,265
477,455
478,384
479,564
480,506
481,367
482,144
483,69
484,99
485,396
486,25
487,469
488,484
489,565
490,151
491,144
492,569
493,39
494,109
495,42
496,186
497,398
498,223
499,133
500,163
501,215
502,235
503,588
504,9
505,74
506,492
507,253
508,230
509,519
510,174
511,168
512,170
513,393
514,194
515,517
516,29
517,165
518,422
519,339
520,496
521,365
522,342
523,500
524,511
525,327
526,217
527,301
528,132
529,70
530,252
531,415
532,445
533,182
534,167
535,91
536,531
537,39
538,126
539,451
540,173
541,220
542,58
543,476
544,456
545,361
546,1
547,387
548,348
549,190
550,505
551,191
552,508
553,369
554,409
555,117
556,134
557,58
558,556
559,173
560,149
561,80
562,213
563,203
564,229
565,227
566,532
567,441
568,402
569,47
570,233
571,305
572,526
573,143
574,415
575,513
576,373
577,566
578,259
579,471
580,12
581,330
582,358
583,408
584,373
585,8
586,122
587,348
588,90
589,316
590,178
591,540
592,41
593,502
594,145
595,201
596,461
597,558
598,547
599,253
600,390
601,594
602,256
603,450
604,10
605,242
606,251
607,5
608,119
609,374
610,65
611,146
612,224
613,239
614,177
615,282
616,63
617,217
618,461
619,610
620,105
621,99
622,511
623,385
624,405
625,518
626,476
627,437
628,23
629,565
630,458
631,83
632,145
633,85
634,78
635,457
636,1
637,51
638,446
639,449
640,488
641,34
642,348
643,95
644,72
645,551
646,154
647,250
648,438
649,118
650,306
651,268
652,54
653,236
654,389
655,401
656,624
657,303
658,207
659,229
660,578
661,75
662,435
663,103
664,422
665,306
666,98
667,335
668,435
669,447
670,308
671,249
672,166
673,481
674,335
675,542
676,106
677,563
678,81
679,133
680,138
681,184
682,401
683,330
684,508
685,69
686,546
687,53
688,450
689,205
690,126
691,43
692,111
693,183
694,95
695,374
696,520
697,360
698,281
699,195
700,195
701,93
702,61
703,51
704,403
705,5
706,466
707,604
708,534
709,405
710,513
711,233
712,524
713,346
714,46
715,546
716,78
717,73
718,249
719,47
720,121
721,214
722,239
723,56
724,350
725,107
726,48
727,573
728,337
729,26
730,257
731,8
732,625
733,253
734,303
735,56
736,526
737,474
738,28
739,78
740,216
741,386
742,365
743,526
744,312
745,7
746,3
747,623
748,363
749,508
750,274
751,506
752,15
753,192
754,485
755,28
756,39
757,273
758,231
759,86
760,474
761,126
762,537
763,145
764,525
765,212
766,25
767,580
768,394
769,67
770,233
771,109
772,146
773,111
774,228
775,111
776,470
777,34
778,623
779,369
780,595
781,554
782,425
